person_name,best_dist,best_loss
ppldb_timon_3,0.2784416079521179,0.27844172716140747
person_name,best_dist,best_loss
ppldb_timon_2,0.239174485206604,0.23917466402053833
person_name,best_dist,best_loss
ppldb_timon_5,0.2147907316684723,0.21479088068008423
person_name,best_dist,best_loss
ppldb_timon_6,0.253146231174469,0.25314655900001526
person_name,best_dist,best_loss
ppldb_timon_4,0.22843387722969055,0.22843419015407562
person_name,best_dist,best_loss
ppldb_timon_1,0.2027057707309723,0.20270614326000214
