person_name,best_dist,best_loss
ppldb_vid_3,0.2228068858385086,0.22280709445476532
ppldb_vid_5,0.2230757772922516,0.22307606041431427
ppldb_vid_1,0.13877028226852417,0.13877037167549133
ppldb_vid_2,0.14376026391983032,0.1437607705593109
person_name,best_dist,best_loss
ppldb_vid_21,0.28462928533554077,0.2846294641494751
person_name,best_dist,best_loss
ppldb_vid_15,0.27793627977371216,0.2779364585876465
person_name,best_dist,best_loss
ppldb_vid_22,0.23680517077445984,0.2368052750825882
person_name,best_dist,best_loss
ppldb_vid_17,0.2834498882293701,0.28345003724098206
person_name,best_dist,best_loss
ppldb_vid_16,0.2705222964286804,0.27052241563796997
person_name,best_dist,best_loss
ppldb_vid_19,0.24743476510047913,0.247435063123703
person_name,best_dist,best_loss
ppldb_vid_18,0.19696061313152313,0.19696074724197388
person_name,best_dist,best_loss
ppldb_vid_20,0.2922746539115906,0.2922747731208801
