person_name,best_dist,best_loss
ppldb_ati_1,0.2249254584312439,0.22492565214633942
ppldb_ati_4,0.19304737448692322,0.19304746389389038
ppldb_ati_3,0.22606782615184784,0.22606799006462097
ppldb_ati_2,0.23324796557426453,0.23324818909168243
